0
"10mh_1,0,0"
"1af7_1,0,0"
"1aqi_1,0,0"
"1bc5_1,0,0"
"1boo_1,0,0"
"1cbf_1,0,0"
"1d2h_3,0,0"
"1f3l_1,0,0"
"1fjx_1,0,0"
"1jqd_3,0,0"
"1khh_2,0,0"
"1kpg_8,0,0"
"1kph_4,0,0"
"1kr5_1,0,0"
"1l3i_3,0,0"
"1l9k_1,0,0"
"1mht_1,0,0"
"1mlv_2,0,0"
"1mxi_1,0,0"
"1nv9_1,0,0"
"1orh_1,0,0"
"1ori_1,0,0"
"1ozv_2,0,0"
"1p0y_3,0,0"
"1p1b_1,0,0"
"1p1c_2,0,0"
"1p9p_1,0,0"
"1qan_1,0,0"
"1r00_1,0,0"
"1r6a_2,0,0"
"1ri3_1,0,0"
"1rje_2,0,0"
"1rjg_1,0,0"
"1s4d_11,0,0"
"1skm_1,0,0"
"1sui_2,0,0"
"1sus_3,0,0"
"1ual_1,0,0"
"1uam_1,0,0"
"1v9a_2,0,0"
"1vce_1,0,0"
"1wng_1,0,0"
"1wy7_2,0,0"
"1wzn_1,0,0"
"1x1b_1,0,0"
"1x1c_1,0,0"
"1x1d_1,0,0"
"1yf3_1,0,0"
"2a14_1,0,0"
"2aot_3,0,0"
"2bb3_2,0,0"
"2bh2_1,0,0"
"2bqz_1,0,0"
"2br5_1,0,0"
"2bzg_1,0,0"
"2c7q_1,0,0"
"2cww_2,0,0"
"2cx8_2,0,0"
"2dek_1,0,0"
"2dsg_1,0,0"
"2dsh_1,0,0"
"2dsi_1,0,0"
"2dv3_1,0,0"
"2dv4_1,0,0"
"2dv5_1,0,0"
"2dv7_1,0,0"
"2dxv_1,0,0"
"2dxw_1,0,0"
"2dxx_1,0,0"
"2e07_1,0,0"
"2e08_1,0,0"
"2e0n_1,0,0"
"2e15_1,0,0"
"2e16_1,0,0"
"2e17_1,0,0"
"2e4n_1,0,0"
"2e7r_1,0,0"
"2e8h_1,0,0"
"2e8q_1,0,0"
"2e8r_1,0,0"
"2e8s_1,0,0"
"2ed3_1,0,0"
"2ed5_1,0,0"
"2eeq_1,0,0"
"2eg5_4,0,0"
"2egb_1,0,0"
"2egl_1,0,0"
"2egs_1,0,0"
"2egw_2,0,0"
"2eh2_1,0,0"
"2eh4_1,0,0"
"2eh5_1,0,0"
"2ehl_1,0,0"
"2ejj_1,0,0"
"2ejk_1,0,0"
"2eju_1,0,0"
"2ejz_2,0,0"
"2ek2_1,0,0"
"2ek3_1,0,0"
"2ek4_1,0,0"
"2ek7_1,0,0"
"2eka_1,0,0"
"2el0_1,0,0"
"2el3_1,0,0"
"2eld_1,0,0"
"2ele_1,0,0"
"2emr_1,0,0"
"2emu_1,0,0"
"2en5_1,0,0"
"2eni_1,0,0"
"2g1p_2,0,0"
"2gs9_2,0,0"
"2h00_2,0,0"
"2h23_3,0,0"
"2ha8_1,0,0"
"2hnk_3,0,0"
"2hr8_1,0,0"
"2huq_1,0,0"
"2hut_1,0,0"
"2huv_1,0,0"
"2hux_1,0,0"
"2i62_1,0,0"
"2i9k_1,0,0"
"2igq_1,0,0"
"2o8j_3,0,0"
"2ore_1,0,0"
"2owf_1,0,0"
"2owg_1,0,0"
"2owk_1,0,0"
"2owu_1,0,0"
"2owv_1,0,0"
"2oy0_2,0,0"
"2p1d_2,0,0"
"2p2x_1,0,0"
"2p35_2,0,0"
"2p3q_2,0,0"
"2p41_2,0,0"
"2p5c_1,0,0"
"2p5f_1,0,0"
"2p6d_1,0,0"
"2p6i_1,0,0"
"2p6k_1,0,0"
"2p6l_1,0,0"
"2p9d_1,0,0"
"2pb4_1,0,0"
"2pb5_1,0,0"
"2pb6_1,0,0"
"2pca_1,0,0"
"2pcg_1,0,0"
"2pch_1,0,0"
"2pci_1,0,0"
"2pck_1,0,0"
"2pcm_1,0,0"
"2pwy_1,0,0"
"2px2_1,0,0"
"2px5_1,0,0"
"2pxa_2,0,0"
"2qbu_1,0,0"
"2rfi_2,0,0"
"2uyh_1,0,0"
"2v74_1,0,0"
"2v7t_1,0,0"
"2w5y_1,0,0"
"2wr8_1,0,0"
"2xbm_4,0,0"
"2xvm_2,0,0"
"2y1x_6,0,0"
"2ybo_1,0,0"
"2ytz_1,0,0"
"2z6r_1,0,0"
"2z6u_1,0,0"
"2zcj_1,0,0"
"2zfu_1,0,0"
"2zvb_1,0,0"
"2zvc_1,0,0"
"2zwa_2,0,0"
"2zwv_1,0,0"
"3b3f_2,0,0"
"3b5i_2,0,0"
"3bbd_1,0,0"
"3bgi_2,0,0"
"3bgv_4,0,0"
"3bus_1,0,0"
"3c3y_1,0,0"
"3cbg_1,0,0"
"3cjq_3,0,0"
"3cjt_1,0,0"
"3dmg_1,0,0"
"3duw_2,0,0"
"3e8s_1,0,0"
"3egv_1,0,0"
"3ely_1,0,0"
"3eva_1,0,0"
"3evb_1,0,0"
